Opportunities.Value,Opportunities.Campaign Name,Opportunities.Budget,Opportunities.Discount,Opportunities.Opportunity Owner Name,CountNonNull(Opportunities.Status),
"$2,500",Consumer Tradeshow,"$3,125",8.0%,Alan Steiner,1,NaN
"$2,500",Consumer Tradeshow,"$3,125",7.8%,Eric Gruber,1,NaN
"$2,500",Consumer Tradeshow,"$3,125",7.8%,Spencer Low,2,NaN
"$2,500",Consumer Tradeshow,"$3,125",4.8%,David So,1,NaN
"$2,500",Consumer Tradeshow,"$3,125",4.8%,Jeff Hay,1,NaN
"$2,500",Consumer Tradeshow,"$3,125",4.8%,Molly Clark,3,NaN
"$2,500",Consumer Tradeshow,"$3,125",2.7%,Anne Weiler,1,NaN
"$2,500",Consumer Tradeshow,"$3,125",2.7%,Sanjay Shah,1,NaN
"$2,500",Consumer Tradeshow,"$3,125",2.7%,Greg Winston,2,NaN
"$2,500",Consumer Tradeshow,"$3,125",4.7%,Greg Winston,1,NaN
"$2,500",Consumer Tradeshow,"$3,125",2.8%,Molly Clark,2,NaN
"$2,500",Consumer Tradeshow,"$3,125",3.0%,Anne Weiler,1,NaN
"$2,500",Consumer Tradeshow,"$3,125",5.0%,Anne Weiler,1,NaN
"$2,500",Customer Care Campaign,"$3,125",3.7%,Anne Weiler,2,NaN
"$2,500",Customer Care Campaign,"$3,125",3.7%,Sanjay Shah,1,NaN
"$2,500",Customer Care Campaign,"$3,125",3.7%,Greg Winston,5,NaN
"$2,500",Customer Care Campaign,"$3,125",3.7%,Renee Lo,1,NaN
"$2,500",Customer Care Campaign,"$3,125",3.8%,Alan Steiner,3,NaN
"$2,500",Customer Care Campaign,"$3,125",3.8%,Alicia Thomber,2,NaN
"$2,500",Customer Care Campaign,"$3,125",3.8%,David So,2,NaN
"$2,500",Customer Care Campaign,"$3,125",3.8%,Eric Gruber,2,NaN
"$2,500",Customer Care Campaign,"$3,125",3.8%,Jeff Hay,2,NaN
"$2,500",Customer Care Campaign,"$3,125",3.8%,Julian Isla,3,NaN
"$2,500",Customer Care Campaign,"$3,125",3.8%,Molly Clark,4,NaN
"$2,500",Customer Care Campaign,"$3,125",4.0%,Anne Weiler,1,NaN
"$2,500",Customer Care Campaign,"$3,125",4.0%,Renee Lo,1,NaN
"$2,500",Customer Care Campaign,"$3,125",4.0%,Alan Steiner,1,NaN
"$2,500",Customer Care Campaign,"$3,125",4.0%,Molly Clark,1,NaN
"$2,500",Customer Care Campaign,"$3,125",6.3%,Julian Isla,1,NaN
"$2,500",Customer Care Campaign,"$3,125",8.8%,Eric Gruber,1,NaN
"$2,500",Customer Care Campaign,"$3,125",5.7%,Sanjay Shah,1,NaN
"$2,500",Customer Care Campaign,"$3,125",6.0%,Anne Weiler,1,NaN
"$2,500",Customer Follow-up,"$3,125",5.7%,Anne Weiler,1,NaN
"$2,500",Customer Follow-up,"$3,125",5.7%,Sanjay Shah,1,NaN
"$2,500",Customer Follow-up,"$3,125",5.7%,Greg Winston,2,NaN
"$2,500",Customer Follow-up,"$3,125",5.7%,Renee Lo,1,NaN
"$2,500",Customer Follow-up,"$3,125",6.0%,Anne Weiler,4,NaN
"$2,500",Customer Follow-up,"$3,125",6.0%,Renee Lo,1,NaN
"$2,500",Customer Follow-up,"$3,125",6.0%,Alan Steiner,3,NaN
"$2,500",Customer Follow-up,"$3,125",5.8%,Alicia Thomber,3,NaN
"$2,500",Customer Follow-up,"$3,125",5.8%,David So,10,NaN
"$2,500",Customer Follow-up,"$3,125",5.8%,Eric Gruber,1,NaN
"$2,500",Customer Follow-up,"$3,125",5.8%,Jeff Hay,2,NaN
"$2,500",Customer Follow-up,"$3,125",5.8%,Molly Clark,7,NaN
"$2,500",Customer Follow-up,"$3,125",5.8%,Spencer Low,1,NaN
"$2,600",(Blank),"$3,250",3.1%,Anne Weiler,5,NaN
"$2,600",(Blank),"$3,250",3.1%,Sanjay Shah,1,NaN
"$2,600",(Blank),"$3,250",3.2%,Anne Weiler,6,NaN
"$2,600",(Blank),"$3,250",3.2%,Sanjay Shah,9,NaN
"$2,600",(Blank),"$3,250",3.2%,Greg Winston,36,NaN
"$2,600",(Blank),"$3,250",3.2%,Renee Lo,9,NaN
"$2,600",(Blank),"$3,250",3.3%,Anne Weiler,1,NaN
"$2,600",(Blank),"$3,250",3.3%,Alan Steiner,13,NaN
"$2,600",(Blank),"$3,250",3.3%,Alicia Thomber,28,NaN
"$2,600",(Blank),"$3,250",3.3%,David So,39,NaN
"$2,600",(Blank),"$3,250",3.3%,Eric Gruber,31,NaN
"$2,600",(Blank),"$3,250",3.3%,Jeff Hay,13,NaN
"$2,600",(Blank),"$3,250",3.3%,Julian Isla,13,NaN
"$2,600",(Blank),"$3,250",3.3%,Molly Clark,49,NaN
"$2,600",(Blank),"$3,250",3.3%,Spencer Low,28,NaN
"$2,600",(Blank),"$3,250",3.5%,Anne Weiler,31,NaN
"$2,600",(Blank),"$3,250",3.5%,Renee Lo,2,NaN
"$2,600",(Blank),"$3,250",3.5%,Alan Steiner,15,NaN
"$2,600",(Blank),"$3,250",3.5%,Molly Clark,6,NaN
"$2,600",(Blank),"$3,250",0.2%,Sanjay Shah,2,NaN
"$2,600",(Blank),"$3,250",0.2%,Greg Winston,4,NaN
"$2,600",(Blank),"$3,250",0.2%,Renee Lo,1,NaN
"$2,600",(Blank),"$3,250",0.3%,Alan Steiner,1,NaN
"$2,600",(Blank),"$3,250",0.3%,Alicia Thomber,5,NaN
"$2,600",(Blank),"$3,250",0.3%,David So,6,NaN
"$2,600",(Blank),"$3,250",0.3%,Eric Gruber,1,NaN
"$2,600",(Blank),"$3,250",0.3%,Jeff Hay,2,NaN
"$2,600",(Blank),"$3,250",0.3%,Julian Isla,2,NaN
"$2,600",(Blank),"$3,250",0.3%,Molly Clark,5,NaN
"$2,600",(Blank),"$3,250",0.3%,Spencer Low,4,NaN
"$2,600",(Blank),"$3,250",0.5%,Anne Weiler,2,NaN
"$2,600",(Blank),"$3,250",0.5%,Alan Steiner,3,NaN
"$2,600",(Blank),"$3,250",0.5%,Molly Clark,1,NaN
"$2,600",(Blank),"$3,250",3.7%,Anne Weiler,1,NaN
"$2,600",(Blank),"$3,250",3.7%,Sanjay Shah,1,NaN
"$2,600",(Blank),"$3,250",3.7%,Greg Winston,1,NaN
"$2,600",(Blank),"$3,250",3.7%,Renee Lo,2,NaN
"$2,600",(Blank),"$3,250",3.8%,Alan Steiner,2,NaN
"$2,600",(Blank),"$3,250",3.8%,Alicia Thomber,3,NaN
"$2,600",(Blank),"$3,250",3.8%,David So,5,NaN
"$2,600",(Blank),"$3,250",3.8%,Eric Gruber,5,NaN
"$2,600",(Blank),"$3,250",3.8%,Jeff Hay,3,NaN
"$2,600",(Blank),"$3,250",3.8%,Julian Isla,2,NaN
"$2,600",(Blank),"$3,250",3.8%,Molly Clark,6,NaN
"$2,600",(Blank),"$3,250",3.8%,Spencer Low,2,NaN
"$2,600",(Blank),"$3,250",4.0%,Anne Weiler,4,NaN
"$2,600",(Blank),"$3,250",4.0%,Renee Lo,2,NaN
"$2,600",(Blank),"$3,250",4.0%,Alan Steiner,2,NaN
"$2,600",(Blank),"$3,250",4.0%,Molly Clark,1,NaN
"$2,600",(Blank),"$3,250",3.6%,Anne Weiler,2,NaN
"$2,600",(Blank),"$3,250",6.1%,Anne Weiler,1,NaN
"$2,600",(Blank),"$3,250",6.2%,Sanjay Shah,2,NaN
"$2,600",(Blank),"$3,250",6.2%,Greg Winston,3,NaN
"$2,600",(Blank),"$3,250",6.3%,Alicia Thomber,3,NaN
"$2,600",(Blank),"$3,250",6.3%,David So,3,NaN
"$2,600",(Blank),"$3,250",6.3%,Eric Gruber,5,NaN
"$2,600",(Blank),"$3,250",6.3%,Julian Isla,1,NaN
"$2,600",(Blank),"$3,250",6.3%,Molly Clark,8,NaN
"$2,600",(Blank),"$3,250",6.3%,Spencer Low,4,NaN
"$2,600",(Blank),"$3,250",6.5%,Anne Weiler,2,NaN
"$2,600",(Blank),"$3,250",6.5%,Alan Steiner,2,NaN
"$2,600",(Blank),"$3,250",1.1%,Anne Weiler,1,NaN
"$2,600",(Blank),"$3,250",1.1%,Sanjay Shah,5,NaN
"$2,600",(Blank),"$3,250",1.2%,Anne Weiler,6,NaN
"$2,600",(Blank),"$3,250",1.2%,Sanjay Shah,9,NaN
"$2,600",(Blank),"$3,250",1.2%,Greg Winston,27,NaN
"$2,600",(Blank),"$3,250",1.2%,Renee Lo,7,NaN
"$2,600",(Blank),"$3,250",1.3%,Alan Steiner,14,NaN
"$2,600",(Blank),"$3,250",1.3%,Alicia Thomber,25,NaN
"$2,600",(Blank),"$3,250",1.3%,David So,22,NaN
"$2,600",(Blank),"$3,250",1.3%,Eric Gruber,26,NaN
"$2,600",(Blank),"$3,250",1.3%,Jeff Hay,6,NaN
"$2,600",(Blank),"$3,250",1.3%,Julian Isla,9,NaN
"$2,600",(Blank),"$3,250",1.3%,Molly Clark,36,NaN
"$2,600",(Blank),"$3,250",1.3%,Spencer Low,15,NaN
"$2,600",(Blank),"$3,250",1.5%,Anne Weiler,18,NaN
"$2,600",(Blank),"$3,250",1.5%,Renee Lo,1,NaN
"$2,600",(Blank),"$3,250",1.5%,Alan Steiner,14,NaN
"$2,600",(Blank),"$3,250",1.5%,Molly Clark,1,NaN
"$2,600",Consumer Tradeshow,"$3,250",5.5%,Anne Weiler,1,NaN
"$2,600",Consumer Tradeshow,"$3,250",5.3%,Alan Steiner,1,NaN
"$2,600",Consumer Tradeshow,"$3,250",5.3%,David So,3,NaN
"$2,600",Consumer Tradeshow,"$3,250",5.3%,Molly Clark,1,NaN
"$2,600",Consumer Tradeshow,"$3,250",7.8%,Alicia Thomber,1,NaN
"$2,600",Consumer Tradeshow,"$3,250",7.8%,Spencer Low,1,NaN
"$2,600",Consumer Tradeshow,"$3,250",4.8%,Molly Clark,4,NaN
"$2,600",Consumer Tradeshow,"$3,250",4.7%,Anne Weiler,1,NaN
"$2,600",Consumer Tradeshow,"$3,250",4.7%,Greg Winston,2,NaN
"$2,600",Consumer Tradeshow,"$3,250",2.8%,Alan Steiner,2,NaN
"$2,600",Consumer Tradeshow,"$3,250",2.8%,David So,2,NaN
"$2,600",Consumer Tradeshow,"$3,250",2.8%,Julian Isla,1,NaN
"$2,600",Consumer Tradeshow,"$3,250",2.8%,Molly Clark,1,NaN
"$2,600",Consumer Tradeshow,"$3,250",3.0%,Renee Lo,1,NaN
"$2,600",Consumer Tradeshow,"$3,250",5.0%,Anne Weiler,2,NaN
"$2,600",Customer Care Campaign,"$3,250",3.7%,Anne Weiler,1,NaN
"$2,600",Customer Care Campaign,"$3,250",3.7%,Sanjay Shah,1,NaN
"$2,600",Customer Care Campaign,"$3,250",3.7%,Greg Winston,7,NaN
"$2,600",Customer Care Campaign,"$3,250",3.8%,Alan Steiner,2,NaN
"$2,600",Customer Care Campaign,"$3,250",3.8%,Alicia Thomber,5,NaN
"$2,600",Customer Care Campaign,"$3,250",3.8%,David So,3,NaN
"$2,600",Customer Care Campaign,"$3,250",3.8%,Eric Gruber,2,NaN
"$2,600",Customer Care Campaign,"$3,250",3.8%,Julian Isla,2,NaN
"$2,600",Customer Care Campaign,"$3,250",3.8%,Molly Clark,3,NaN
"$2,600",Customer Care Campaign,"$3,250",3.8%,Spencer Low,2,NaN
"$2,600",Customer Care Campaign,"$3,250",4.0%,Anne Weiler,2,NaN
"$2,600",Customer Care Campaign,"$3,250",4.0%,Alan Steiner,1,NaN
"$2,600",Customer Care Campaign,"$3,250",3.6%,Sanjay Shah,1,NaN
"$2,600",Customer Care Campaign,"$3,250",6.3%,Molly Clark,1,NaN
"$2,600",Customer Care Campaign,"$3,250",6.5%,Anne Weiler,1,NaN
"$2,600",Customer Care Campaign,"$3,250",6.5%,Alan Steiner,1,NaN
"$2,600",Customer Care Campaign,"$3,250",2.7%,Greg Winston,1,NaN
"$2,600",Customer Care Campaign,"$3,250",2.8%,David So,1,NaN
"$2,600",Customer Care Campaign,"$3,250",2.8%,Eric Gruber,1,NaN
"$2,600",Customer Care Campaign,"$3,250",9.0%,Anne Weiler,1,NaN
"$2,600",Customer Care Campaign,"$3,250",9.0%,Alan Steiner,2,NaN
"$2,600",Customer Care Campaign,"$3,250",6.0%,Alan Steiner,1,NaN
"$2,600",Customer Care Campaign,"$3,250",5.8%,Eric Gruber,1,NaN
"$2,600",Customer Follow-up,"$3,250",5.7%,Sanjay Shah,1,NaN
"$2,600",Customer Follow-up,"$3,250",5.7%,Greg Winston,4,NaN
"$2,600",Customer Follow-up,"$3,250",5.7%,Renee Lo,1,NaN
"$2,600",Customer Follow-up,"$3,250",6.0%,Anne Weiler,3,NaN
"$2,600",Customer Follow-up,"$3,250",6.0%,Alan Steiner,3,NaN
"$2,600",Customer Follow-up,"$3,250",6.0%,Molly Clark,1,NaN
"$2,600",Customer Follow-up,"$3,250",5.8%,Alan Steiner,1,NaN
"$2,600",Customer Follow-up,"$3,250",5.8%,Alicia Thomber,3,NaN
"$2,600",Customer Follow-up,"$3,250",5.8%,David So,4,NaN
"$2,600",Customer Follow-up,"$3,250",5.8%,Eric Gruber,3,NaN
"$2,600",Customer Follow-up,"$3,250",5.8%,Jeff Hay,2,NaN
"$2,600",Customer Follow-up,"$3,250",5.8%,Julian Isla,2,NaN
"$2,600",Customer Follow-up,"$3,250",5.8%,Molly Clark,2,NaN
"$2,600",Customer Follow-up,"$3,250",5.8%,Spencer Low,2,NaN
"$2,700",(Blank),"$3,375",3.1%,Anne Weiler,4,NaN
"$2,700",(Blank),"$3,375",3.1%,Sanjay Shah,3,NaN
"$2,700",(Blank),"$3,375",3.2%,Anne Weiler,4,NaN
"$2,700",(Blank),"$3,375",3.2%,Sanjay Shah,7,NaN
"$2,700",(Blank),"$3,375",3.2%,Greg Winston,44,NaN
"$2,700",(Blank),"$3,375",3.2%,Renee Lo,8,NaN
"$2,700",(Blank),"$3,375",3.3%,Alan Steiner,12,NaN
"$2,700",(Blank),"$3,375",3.3%,Alicia Thomber,20,NaN
"$2,700",(Blank),"$3,375",3.3%,David So,33,NaN
"$2,700",(Blank),"$3,375",3.3%,Eric Gruber,35,NaN
"$2,700",(Blank),"$3,375",3.3%,Jeff Hay,16,NaN
"$2,700",(Blank),"$3,375",3.3%,Julian Isla,17,NaN
"$2,700",(Blank),"$3,375",3.3%,Molly Clark,39,NaN
"$2,700",(Blank),"$3,375",3.3%,Spencer Low,20,NaN
"$2,700",(Blank),"$3,375",3.5%,Anne Weiler,27,NaN
"$2,700",(Blank),"$3,375",3.5%,Renee Lo,5,NaN
"$2,700",(Blank),"$3,375",3.5%,Alan Steiner,15,NaN
"$2,700",(Blank),"$3,375",3.5%,Molly Clark,4,NaN
"$2,700",(Blank),"$3,375",0.2%,Anne Weiler,1,NaN
"$2,700",(Blank),"$3,375",0.2%,Greg Winston,1,NaN
"$2,700",(Blank),"$3,375",0.2%,Renee Lo,1,NaN
"$2,700",(Blank),"$3,375",0.3%,Alan Steiner,1,NaN
"$2,700",(Blank),"$3,375",0.3%,Alicia Thomber,5,NaN
"$2,700",(Blank),"$3,375",0.3%,David So,4,NaN
"$2,700",(Blank),"$3,375",0.3%,Eric Gruber,6,NaN
"$2,700",(Blank),"$3,375",0.3%,Jeff Hay,2,NaN
"$2,700",(Blank),"$3,375",0.3%,Julian Isla,2,NaN
"$2,700",(Blank),"$3,375",0.3%,Molly Clark,4,NaN
"$2,700",(Blank),"$3,375",0.5%,Anne Weiler,1,NaN
"$2,700",(Blank),"$3,375",0.5%,Renee Lo,1,NaN
"$2,700",(Blank),"$3,375",0.5%,Alan Steiner,2,NaN
"$2,700",(Blank),"$3,375",3.7%,Anne Weiler,1,NaN
"$2,700",(Blank),"$3,375",3.7%,Sanjay Shah,2,NaN
"$2,700",(Blank),"$3,375",3.7%,Greg Winston,8,NaN
"$2,700",(Blank),"$3,375",3.8%,Alan Steiner,3,NaN
"$2,700",(Blank),"$3,375",3.8%,Alicia Thomber,6,NaN
"$2,700",(Blank),"$3,375",3.8%,David So,4,NaN
"$2,700",(Blank),"$3,375",3.8%,Eric Gruber,4,NaN
"$2,700",(Blank),"$3,375",3.8%,Jeff Hay,2,NaN
"$2,700",(Blank),"$3,375",3.8%,Julian Isla,2,NaN
"$2,700",(Blank),"$3,375",3.8%,Molly Clark,7,NaN
"$2,700",(Blank),"$3,375",3.8%,Spencer Low,4,NaN
"$2,700",(Blank),"$3,375",4.0%,Anne Weiler,3,NaN
"$2,700",(Blank),"$3,375",4.0%,Renee Lo,1,NaN
"$2,700",(Blank),"$3,375",4.0%,Alan Steiner,1,NaN
"$2,700",(Blank),"$3,375",0.1%,Sanjay Shah,1,NaN
"$2,700",(Blank),"$3,375",3.6%,Sanjay Shah,2,NaN
"$2,700",(Blank),"$3,375",6.1%,Anne Weiler,1,NaN
"$2,700",(Blank),"$3,375",6.2%,Sanjay Shah,1,NaN
"$2,700",(Blank),"$3,375",6.2%,Greg Winston,5,NaN
"$2,700",(Blank),"$3,375",6.2%,Renee Lo,1,NaN
"$2,700",(Blank),"$3,375",6.3%,Alan Steiner,1,NaN
"$2,700",(Blank),"$3,375",6.3%,Alicia Thomber,5,NaN
"$2,700",(Blank),"$3,375",6.3%,David So,3,NaN
"$2,700",(Blank),"$3,375",6.3%,Eric Gruber,4,NaN
"$2,700",(Blank),"$3,375",6.3%,Julian Isla,3,NaN
"$2,700",(Blank),"$3,375",6.3%,Molly Clark,5,NaN
"$2,700",(Blank),"$3,375",6.3%,Spencer Low,3,NaN
"$2,700",(Blank),"$3,375",6.5%,Anne Weiler,3,NaN
"$2,700",(Blank),"$3,375",6.5%,Alan Steiner,2,NaN
"$2,700",(Blank),"$3,375",1.1%,Anne Weiler,4,NaN
"$2,700",(Blank),"$3,375",1.1%,Sanjay Shah,3,NaN
"$2,700",(Blank),"$3,375",1.2%,Anne Weiler,2,NaN
"$2,700",(Blank),"$3,375",1.2%,Sanjay Shah,7,NaN
"$2,700",(Blank),"$3,375",1.2%,Greg Winston,36,NaN
"$2,700",(Blank),"$3,375",1.2%,Renee Lo,2,NaN
"$2,700",(Blank),"$3,375",1.3%,Alan Steiner,6,NaN
"$2,700",(Blank),"$3,375",1.3%,Alicia Thomber,20,NaN
"$2,700",(Blank),"$3,375",1.3%,David So,27,NaN
"$2,700",(Blank),"$3,375",1.3%,Eric Gruber,25,NaN
"$2,700",(Blank),"$3,375",1.3%,Jeff Hay,9,NaN
"$2,700",(Blank),"$3,375",1.3%,Julian Isla,14,NaN
"$2,700",(Blank),"$3,375",1.3%,Molly Clark,29,NaN
"$2,700",(Blank),"$3,375",1.3%,Spencer Low,12,NaN
"$2,700",(Blank),"$3,375",1.5%,Anne Weiler,18,NaN
"$2,700",(Blank),"$3,375",1.5%,Renee Lo,7,NaN
"$2,700",(Blank),"$3,375",1.5%,Alan Steiner,9,NaN
"$2,700",Consumer Tradeshow,"$3,375",5.5%,Alan Steiner,1,NaN
"$2,700",Consumer Tradeshow,"$3,375",5.3%,David So,2,NaN
"$2,700",Consumer Tradeshow,"$3,375",5.3%,Eric Gruber,2,NaN
"$2,700",Consumer Tradeshow,"$3,375",5.2%,Greg Winston,1,NaN
"$2,700",Consumer Tradeshow,"$3,375",7.7%,Greg Winston,1,NaN
"$2,700",Consumer Tradeshow,"$3,375",7.8%,Anne Weiler,1,NaN
"$2,700",Consumer Tradeshow,"$3,375",7.8%,Julian Isla,1,NaN
"$2,700",Consumer Tradeshow,"$3,375",7.8%,Molly Clark,1,NaN
"$2,700",Consumer Tradeshow,"$3,375",4.8%,David So,2,NaN
"$2,700",Consumer Tradeshow,"$3,375",4.8%,Eric Gruber,1,NaN
"$2,700",Consumer Tradeshow,"$3,375",4.8%,Molly Clark,3,NaN
"$2,700",Consumer Tradeshow,"$3,375",2.7%,Anne Weiler,1,NaN
"$2,700",Consumer Tradeshow,"$3,375",2.7%,Greg Winston,1,NaN
"$2,700",Consumer Tradeshow,"$3,375",4.7%,Anne Weiler,1,NaN
"$2,700",Consumer Tradeshow,"$3,375",4.7%,Sanjay Shah,1,NaN
"$2,700",Consumer Tradeshow,"$3,375",4.7%,Greg Winston,4,NaN
"$2,700",Consumer Tradeshow,"$3,375",2.8%,David So,1,NaN
"$2,700",Consumer Tradeshow,"$3,375",3.0%,Anne Weiler,1,NaN
"$2,700",Customer Care Campaign,"$3,375",3.7%,Greg Winston,3,NaN
"$2,700",Customer Care Campaign,"$3,375",3.8%,Alan Steiner,2,NaN
"$2,700",Customer Care Campaign,"$3,375",3.8%,Alicia Thomber,3,NaN
"$2,700",Customer Care Campaign,"$3,375",3.8%,David So,5,NaN
"$2,700",Customer Care Campaign,"$3,375",3.8%,Eric Gruber,6,NaN
"$2,700",Customer Care Campaign,"$3,375",3.8%,Jeff Hay,1,NaN
"$2,700",Customer Care Campaign,"$3,375",3.8%,Julian Isla,2,NaN
"$2,700",Customer Care Campaign,"$3,375",3.8%,Molly Clark,3,NaN
"$2,700",Customer Care Campaign,"$3,375",3.8%,Spencer Low,1,NaN
"$2,700",Customer Care Campaign,"$3,375",4.0%,Anne Weiler,1,NaN
"$2,700",Customer Care Campaign,"$3,375",4.0%,Renee Lo,1,NaN
"$2,700",Customer Care Campaign,"$3,375",4.0%,Molly Clark,2,NaN
"$2,700",Customer Care Campaign,"$3,375",2.7%,Sanjay Shah,1,NaN
"$2,700",Customer Care Campaign,"$3,375",2.7%,Greg Winston,1,NaN
"$2,700",Customer Care Campaign,"$3,375",2.8%,Jeff Hay,1,NaN
"$2,700",Customer Care Campaign,"$3,375",3.0%,Anne Weiler,1,NaN
"$2,700",Customer Care Campaign,"$3,375",9.0%,Renee Lo,1,NaN
"$2,700",Customer Care Campaign,"$3,375",5.7%,Sanjay Shah,1,NaN
"$2,700",Customer Care Campaign,"$3,375",5.7%,Greg Winston,1,NaN
"$2,700",Customer Care Campaign,"$3,375",5.8%,Eric Gruber,1,NaN
"$2,700",Customer Follow-up,"$3,375",5.7%,Sanjay Shah,2,NaN
"$2,700",Customer Follow-up,"$3,375",5.7%,Greg Winston,4,NaN
"$2,700",Customer Follow-up,"$3,375",6.0%,Anne Weiler,4,NaN
"$2,700",Customer Follow-up,"$3,375",6.0%,Alan Steiner,3,NaN
"$2,700",Customer Follow-up,"$3,375",6.0%,Molly Clark,1,NaN
"$2,700",Customer Follow-up,"$3,375",5.8%,Alan Steiner,3,NaN
"$2,700",Customer Follow-up,"$3,375",5.8%,Alicia Thomber,2,NaN
"$2,700",Customer Follow-up,"$3,375",5.8%,David So,4,NaN
"$2,700",Customer Follow-up,"$3,375",5.8%,Eric Gruber,3,NaN
"$2,700",Customer Follow-up,"$3,375",5.8%,Jeff Hay,3,NaN
"$2,700",Customer Follow-up,"$3,375",5.8%,Julian Isla,2,NaN
"$2,700",Customer Follow-up,"$3,375",5.8%,Molly Clark,5,NaN
"$2,800",(Blank),"$3,500",3.1%,Anne Weiler,3,NaN
"$2,800",(Blank),"$3,500",3.1%,Sanjay Shah,7,NaN
"$2,800",(Blank),"$3,500",3.2%,Anne Weiler,9,NaN
"$2,800",(Blank),"$3,500",3.2%,Sanjay Shah,5,NaN
"$2,800",(Blank),"$3,500",3.2%,Greg Winston,48,NaN
"$2,800",(Blank),"$3,500",3.2%,Renee Lo,12,NaN
"$2,800",(Blank),"$3,500",3.3%,Anne Weiler,1,NaN
"$2,800",(Blank),"$3,500",3.3%,Alan Steiner,22,NaN
"$2,800",(Blank),"$3,500",3.3%,Alicia Thomber,30,NaN
"$2,800",(Blank),"$3,500",3.3%,David So,46,NaN
"$2,800",(Blank),"$3,500",3.3%,Eric Gruber,22,NaN
"$2,800",(Blank),"$3,500",3.3%,Jeff Hay,18,NaN
"$2,800",(Blank),"$3,500",3.3%,Julian Isla,12,NaN
"$2,800",(Blank),"$3,500",3.3%,Molly Clark,46,NaN
"$2,800",(Blank),"$3,500",3.3%,Spencer Low,17,NaN
"$2,800",(Blank),"$3,500",3.5%,Anne Weiler,31,NaN
"$2,800",(Blank),"$3,500",3.5%,Renee Lo,2,NaN
"$2,800",(Blank),"$3,500",3.5%,Alan Steiner,14,NaN
"$2,800",(Blank),"$3,500",3.5%,Molly Clark,3,NaN
"$2,800",(Blank),"$3,500",0.2%,Sanjay Shah,1,NaN
"$2,800",(Blank),"$3,500",0.2%,Greg Winston,4,NaN
"$2,800",(Blank),"$3,500",0.2%,Renee Lo,3,NaN
"$2,800",(Blank),"$3,500",0.3%,Alan Steiner,3,NaN
"$2,800",(Blank),"$3,500",0.3%,Alicia Thomber,1,NaN
"$2,800",(Blank),"$3,500",0.3%,David So,3,NaN
"$2,800",(Blank),"$3,500",0.3%,Jeff Hay,1,NaN
"$2,800",(Blank),"$3,500",0.3%,Molly Clark,7,NaN
"$2,800",(Blank),"$3,500",0.5%,Anne Weiler,1,NaN
"$2,800",(Blank),"$3,500",0.5%,Alan Steiner,2,NaN
"$2,800",(Blank),"$3,500",3.7%,Anne Weiler,1,NaN
"$2,800",(Blank),"$3,500",3.7%,Sanjay Shah,1,NaN
"$2,800",(Blank),"$3,500",3.7%,Greg Winston,5,NaN
"$2,800",(Blank),"$3,500",3.8%,Alan Steiner,3,NaN
"$2,800",(Blank),"$3,500",3.8%,Alicia Thomber,4,NaN
"$2,800",(Blank),"$3,500",3.8%,David So,6,NaN
"$2,800",(Blank),"$3,500",3.8%,Eric Gruber,3,NaN
"$2,800",(Blank),"$3,500",3.8%,Jeff Hay,3,NaN
"$2,800",(Blank),"$3,500",3.8%,Julian Isla,1,NaN
"$2,800",(Blank),"$3,500",3.8%,Molly Clark,4,NaN
"$2,800",(Blank),"$3,500",3.8%,Spencer Low,3,NaN
"$2,800",(Blank),"$3,500",4.0%,Anne Weiler,4,NaN
"$2,800",(Blank),"$3,500",4.0%,Alan Steiner,2,NaN
"$2,800",(Blank),"$3,500",0.1%,Sanjay Shah,1,NaN
"$2,800",(Blank),"$3,500",3.6%,Anne Weiler,1,NaN
"$2,800",(Blank),"$3,500",3.6%,Sanjay Shah,1,NaN
"$2,800",(Blank),"$3,500",6.1%,Sanjay Shah,2,NaN
"$2,800",(Blank),"$3,500",6.2%,Greg Winston,4,NaN
"$2,800",(Blank),"$3,500",6.3%,Alan Steiner,4,NaN
"$2,800",(Blank),"$3,500",6.3%,Alicia Thomber,3,NaN
"$2,800",(Blank),"$3,500",6.3%,David So,6,NaN
"$2,800",(Blank),"$3,500",6.3%,Eric Gruber,3,NaN
"$2,800",(Blank),"$3,500",6.3%,Jeff Hay,3,NaN
"$2,800",(Blank),"$3,500",6.3%,Julian Isla,1,NaN
"$2,800",(Blank),"$3,500",6.3%,Molly Clark,4,NaN
"$2,800",(Blank),"$3,500",6.3%,Spencer Low,1,NaN
"$2,800",(Blank),"$3,500",6.5%,Anne Weiler,2,NaN
"$2,800",(Blank),"$3,500",6.5%,Renee Lo,1,NaN
"$2,800",(Blank),"$3,500",6.5%,Alan Steiner,1,NaN
"$2,800",(Blank),"$3,500",1.1%,Anne Weiler,4,NaN
"$2,800",(Blank),"$3,500",1.1%,Sanjay Shah,2,NaN
"$2,800",(Blank),"$3,500",1.2%,Anne Weiler,5,NaN
"$2,800",(Blank),"$3,500",1.2%,Sanjay Shah,5,NaN
"$2,800",(Blank),"$3,500",1.2%,Greg Winston,25,NaN
"$2,800",(Blank),"$3,500",1.2%,Renee Lo,4,NaN
"$2,800",(Blank),"$3,500",1.3%,Alan Steiner,9,NaN
"$2,800",(Blank),"$3,500",1.3%,Alicia Thomber,24,NaN
"$2,800",(Blank),"$3,500",1.3%,David So,21,NaN
"$2,800",(Blank),"$3,500",1.3%,Eric Gruber,22,NaN
"$2,800",(Blank),"$3,500",1.3%,Jeff Hay,4,NaN
